Date,SP500,NASDAQ,VIX,NVDA,BTC,SP500_ret_1m,SP500_mom_12m,SP500_vol_12m,SP500_drawdown,NASDAQ_ret_1m,NASDAQ_mom_12m,NASDAQ_vol_12m,NASDAQ_drawdown,VIX_ret_1m,VIX_mom_12m,VIX_vol_12m,VIX_drawdown,NVDA_ret_1m,NVDA_mom_12m,NVDA_vol_12m,NVDA_drawdown,BTC_ret_1m,BTC_mom_12m,BTC_vol_12m,BTC_drawdown,market_nasdaq_momentum_12m,market_nasdaq_momentum_12m_z,market_sp500_momentum_12m,market_sp500_momentum_12m_z,market_nvda_momentum_12m,market_nvda_momentum_12m_z,market_btc_momentum_12m,market_btc_momentum_12m_z,market_vix_level,market_vix_level_z,market_component_composite_z
2021-11-30,4567.0,15537.6904296875,27.190000534057617,32.53270721435547,57005.42578125,-0.008333706184746159,0.26103443691858996,0.03153937629544822,-0.008333706184746159,0.0025357977274731436,0.27371270566969086,0.035984857341691594,0.0,0.6722017313235555,0.32182795028913436,0.30759454219430576,-0.5460009882925927,0.27805385529768123,1.4407860138655297,0.11974043753547382,0.0,-0.07034580264960633,1.9046113481631157,0.24399056160094149,-0.07034580264960633,0.27371270566969086,0.2033121847282923,0.26103443691858996,0.8712202891813652,1.4407860138655297,0.5940594612193272,1.9046113481631157,-0.19675411573859605,27.190000534057617,0.9895569210143804,0.4922789480809538
2021-12-31,4766.18017578125,15644.9697265625,17.219999313354492,29.285614013671875,46306.4453125,0.04361291346206486,0.2689273866137125,0.03191377523506577,0.0,0.006904455804449761,0.21389117823628379,0.03433897494923413,0.0,-0.36667896376886466,-0.24307695325914325,0.33077464090027336,-0.7124728754575536,-0.09981011353554903,1.2548214239297706,0.12753341190919218,-0.09981011353554903,-0.18768354629620299,0.5966792379843302,0.23037870771604266,-0.2448265992374784,0.21389117823628379,-0.194325289848624,0.2689273866137125,0.9077644972804556,1.2548214239297706,0.4001986868102864,0.5966792379843302,-0.603517709235524,17.219999313354492,-0.195359210409807,0.06295219491935744
2022-01-31,4515.5498046875,14239.8798828125,24.829999923706055,24.38160514831543,38483.125,-0.052585165027393854,0.21573991356507927,0.0374184550713622,-0.052585165027393854,-0.08981096597230198,0.08945123896970397,0.04615468048713713,-0.08981096597230198,0.4419280437746498,-0.24962224813516176,0.3292967005193861,-0.58540657577636,-0.1674545346075731,0.8866713128758441,0.14451757988860134,-0.2505509920318978,-0.16894668246945244,0.16212802319990516,0.238162634115649,-0.37241063998548063,0.08945123896970397,-0.9731182235904984,0.21573991356507927,0.4658306781868783,0.8866713128758441,-0.011431548156744473,0.16212802319990516,-0.7293287703255839,24.829999923706055,0.6819459392749807,-0.11322038492219355
2022-02-28,4373.93994140625,13751.400390625,30.149999618530273,24.281038284301758,43193.234375,-0.031360491945908286,0.14766935268444836,0.03975941287958539,-0.08229656032898625,-0.034303624483314143,0.04237689250235732,0.047745228420739416,-0.12103374880441864,0.21425693560897008,0.07871194259529068,0.32857821672770854,-0.4965770591785732,-0.0041247023484267675,0.7795980817634021,0.14583470139822696,-0.2536422461150899,0.1223941500332939,-0.04308000099348619,0.21754074605238266,-0.2955973736965647,0.04237689250235732,-1.2324877472190976,0.14766935268444836,-0.08047725551029603,0.7795980817634021,-0.11982550697666995,-0.04308000099348619,-0.7807042137418732,30.149999618530273,1.2671936172247897,-0.18926022124462943
2022-03-31,4530.41015625,14220.51953125,20.559999465942383,27.174297332763672,45538.67578125,0.03577328837154625,0.1403311641516658,0.03934398870533285,-0.049467290542075215,0.03411428125857063,0.07350033671721534,0.04850156472809809,-0.0910484468943411,-0.3180762943258497,0.059793807743383276,0.32979977193733157,-0.6567039626736741,0.11915713877575285,1.0455908866469206,0.14418233615874915,-0.16470839165906648,0.05430112933630005,-0.22709472996517122,0.1986477382465505,-0.25734751558083235,0.07350033671721534,-1.0128416610786966,0.1403311641516658,-0.13966308229952734,1.0455908866469206,0.25711081626078786,-0.22709472996517122,-0.8243086610752611,20.559999465942383,0.1245162520546587,-0.31903726722760767
2022-04-30,4131.93017578125,12334.6396484375,33.400001525878906,18.4710750579834,37714.875,-0.08795671180434306,-0.011776547476852861,0.04637936839282938,-0.13307302212846717,-0.1326168062051618,-0.11659939750103931,0.06049839286825258,-0.2115906988624351,0.6245137350906051,0.7947340371015681,0.36683318914913826,-0.44231087216120657,-0.3202740504457099,0.23654737879734888,0.18142028569876273,-0.43223061836572874,-0.17180562778839858,-0.3469305592616906,0.20457819060544874,-0.3849393918950814,-0.11659939750103931,-2.0786041147876513,-0.011776547476852861,-1.3418022471111715,0.23654737879734888,-0.7995165881963545,-0.3469305592616906,-0.8441541336509021,33.400001525878906,1.5778457388810072,-0.6972462689730146
2022-05-31,4132.14990234375,12081.3896484375,26.190000534057617,18.595563888549805,31792.310546875,5.317770464463578e-05,-0.01711657479886508,0.046347593280550804,-0.13302692094168944,-0.020531609128287776,-0.12127297174243945,0.0605701659429037,-0.22777801046649815,-0.2158682833063601,0.5626491752026017,0.3742364878255845,-0.5626982668063882,0.006739663510413774,0.1502379892808079,0.18088385942458082,-0.42840404378199803,-0.15703524015723236,-0.14840935289594426,0.1816481108266949,-0.4815255822000907,-0.12127297174243945,-1.9971751336642394,-0.01711657479886508,-1.3411159497744456,0.1502379892808079,-0.8900686344192992,-0.14840935289594426,-0.7620578420811943,26.190000534057617,0.7099586865666255,-0.8560917746745107
2022-06-30,3785.3798828125,11028.740234375,28.709999084472656,15.100135803222656,19784.7265625,-0.08391999993382682,-0.11916698480221055,0.05147486786633277,-0.20578330167889258,-0.08712982899269706,-0.2396043777136414,0.06082789424264548,-0.29506158035895247,0.09621987396059883,0.8136449287961329,0.3711811376290048,-0.5206211491557474,-0.18797107236309485,-0.2416289188785049,0.17831489796953312,-0.5358475486307045,-0.37768830820493093,-0.4353808625516613,0.2119143373449438,-0.6773473079064749,-0.2396043777136414,-2.4909704413210285,-0.11916698480221055,-2.0379199207606686,-0.2416289188785049,-1.3955210486676792,-0.4353808625516613,-0.8291523569846597,28.709999084472656,0.9730445362245298,-1.1561038463019013
2022-07-31,4130.2900390625,12390.6904296875,21.329999923706055,18.09246826171875,23336.896484375,0.09111639173021002,-0.06028533936374103,0.05862895546554753,-0.13341714187599252,0.12349100317618289,-0.1555264141530044,0.073501666835806,-0.20800802774004645,-0.25705327050177285,0.16940790522819538,0.38540450261078346,-0.6438470505746441,0.19816593025987705,-0.06788230806254347,0.1877379289294678,-0.44386834632270566,0.17954101668545608,-0.43936993738730856,0.21115805768799456,-0.619417915531704,-0.1555264141530044,-1.9297299608629237,-0.06028533936374103,-1.5306550557740384,-0.06788230806254347,-1.1183170423568831,-0.43936993738730856,-0.8064164275248331,21.329999923706055,0.08423025398969616,-1.0601776465057964
2022-08-31,3955.0,11816.2001953125,25.8700008392334,15.035386085510254,20049.763671875,-0.04244012827299837,-0.12551853186991901,0.05864693056159882,-0.17019502953395693,-0.046364666895280404,-0.22563640038291344,0.07222078930849439,-0.24472847171761536,0.21284580083292037,0.5697816479261171,0.383219662903777,-0.5680413908351977,-0.1689698791776727,-0.325369215062987,0.1889660671415637,-0.5378378446514375,-0.14085561097213029,-0.5749168590252389,0.20712989813718857,-0.6730250375645328,-0.22563640038291344,-2.1679184277499393,-0.12551853186991901,-1.9222350526941847,-0.325369215062987,-1.4357137957373522,-0.5749168590252389,-0.8197568703453034,25.8700008392334,0.6002382170106197,-1.149077185903232
2022-09-30,3585.6201171875,10575.6201171875,31.6200008392334,12.095454216003418,19431.7890625,-0.09339567201327437,-0.16759447743453126,0.06270040320683447,-0.24769522239058828,-0.10498976469754973,-0.26805125071086544,0.07592628075863027,-0.3240242517547417,0.22226516480354275,0.3664650679886554,0.37361460381443695,-0.4720320393808738,-0.1955341786893039,-0.413558019364464,0.19551259648616923,-0.6282063421187971,-0.030822039575552185,-0.5562595998436819,0.20706236037166473,-0.6831030727969334,-0.26805125071086544,-2.238835808792991,-0.16759447743453126,-2.102958456457137,-0.413558019364464,-1.505893401226492,-0.5562595998436819,-0.7861081932453357,31.6200008392334,1.250614738871039,-1.0766362241701835
2022-10-31,3871.97998046875,10988.150390625,25.8799991607666,13.448580741882324,20495.7734375,0.0798634138370089,-0.15924851391322437,0.06404461706624377,-0.18761359460480886,0.03900766752836127,-0.2910134123687623,0.07262145333510293,-0.2976560145099554,-0.18153072505123813,0.5916358423413326,0.36419783405872547,-0.5678744460758873,0.11187066659213118,-0.471669838227898,0.1835598782871552,-0.5866135377769002,0.05475483351418764,-0.6657514343067719,0.15749835938209714,-0.6657514343067719,-0.2910134123687623,-2.208803868313225,-0.15924851391322437,-1.9405277995432877,-0.471669838227898,-1.543154757191597,-0.6657514343067719,-0.7960219396188776,25.8799991607666,0.5340544869487521,-1.190890775543647
2022-11-30,4080.110107421875,11468.0,20.579999923706055,16.866605758666992,17168.56640625,0.053752893352493114,-0.10661044286799326,0.06685484960765403,-0.14394547479458597,0.04366973442449451,-0.2619237684071526,0.07501236363813639,-0.2669848391889641,-0.20479132182875825,-0.24310410005590166,0.32367139824661356,-0.6563700094599907,0.2541550727460826,-0.48154927139834247,0.17993848141154944,-0.48154927139834247,-0.16233625149087516,-0.6988257491114641,0.15950288928320905,-0.7200120935276121,-0.2619237684071526,-1.9657227020807628,-0.10661044286799326,-1.5220464777373883,-0.48154927139834247,-1.496684166052754,-0.6988257491114641,-0.8212374380129587,20.579999923706055,-0.13403589363548568,-1.1879453355038698
2022-12-31,3839.5,10466.48046875,21.670000076293945,14.565302848815918,16547.49609375,-0.05897147407473047,-0.1944282720342927,0.06631061964909696,-0.1944282720342927,-0.0873316647410185,-0.3310002734629972,0.07658417943291684,-0.3310002734629972,0.05296405037068652,0.25842049595718497,0.2995944864688722,-0.6381699733321511,-0.1364413766930278,-0.5026464925059737,0.18139026899364658,-0.552287402556256,-0.03617484988577191,-0.6426524216644383,0.15635798583060162,-0.7301406140140823,-0.3310002734629972,-2.145611664105429,-0.1944282720342927,-1.9938420358248405,-0.5026464925059737,-1.4686751375371707,-0.6426524216644383,-0.8622071963275684,21.670000076293945,-0.02134612812550454,-1.2983364323841025
2023-01-31,4076.60009765625,11584.5498046875,19.399999618530273,19.47189712524414,23139.283203125,0.0617528578346791,-0.09720847427606383,0.06872138219969214,-0.14468191564158972,0.10682381143076158,-0.18647138177970002,0.08340996371175502,-0.2595351728281773,-0.10475313566089717,-0.21868708505277012,0.27646298391023405,-0.6760728032018744,0.336868675327757,-0.20136935173894854,0.2061364761340717,-0.4014670529278326,0.398355562196792,-0.3987161073035259,0.20252262716049216,-0.6226406265955808,-0.18647138177970002,-1.4598039098277786,-0.09720847427606383,-1.3208382334765594,-0.20136935173894854,-1.0187694307691801,-0.3987161073035259,-0.7691594391198842,19.399999618530273,-0.3216818856154466,-0.9780505797617698
